order_id,arrival_time,month,weekday,hour,order_type,sla_minutes,num_items,product_class,scenario
55,2026-01-01 09:08:40,1,thursday,9,urgent,240,2,C,base
56,2026-01-01 09:11:47,1,thursday,9,normal,1440,5,C,base
57,2026-01-01 09:12:03,1,thursday,9,normal,1440,1,A,base
58,2026-01-01 09:12:10,1,thursday,9,normal,1440,6,B,base
59,2026-01-01 09:13:40,1,thursday,9,normal,1440,3,B,base
60,2026-01-01 09:14:34,1,thursday,9,urgent,240,2,A,base
61,2026-01-01 09:17:17,1,thursday,9,normal,1440,6,C,base
62,2026-01-01 09:17:20,1,thursday,9,normal,1440,6,C,base
63,2026-01-01 09:18:06,1,thursday,9,normal,1440,4,C,base
64,2026-01-01 09:18:30,1,thursday,9,normal,1440,5,B,base
65,2026-01-01 09:19:59,1,thursday,9,normal,1440,5,A,base
66,2026-01-01 09:20:01,1,thursday,9,normal,1440,6,B,base
67,2026-01-01 09:20:02,1,thursday,9,normal,1440,4,B,base
68,2026-01-01 09:20:46,1,thursday,9,normal,1440,6,B,base
69,2026-01-01 09:20:48,1,thursday,9,normal,1440,4,B,base
70,2026-01-01 09:21:11,1,thursday,9,normal,1440,4,B,base
71,2026-01-01 09:21:16,1,thursday,9,normal,1440,4,A,base
72,2026-01-01 09:23:14,1,thursday,9,normal,1440,6,A,base
73,2026-01-01 09:23:56,1,thursday,9,normal,1440,4,B,base
74,2026-01-01 09:24:00,1,thursday,9,normal,1440,8,A,base
75,2026-01-01 09:25:14,1,thursday,9,normal,1440,3,A,base
76,2026-01-01 09:25:56,1,thursday,9,normal,1440,12,B,base
77,2026-01-01 09:26:17,1,thursday,9,normal,1440,2,A,base
78,2026-01-01 09:26:30,1,thursday,9,normal,1440,3,A,base
79,2026-01-01 09:27:25,1,thursday,9,urgent,240,10,C,base
80,2026-01-01 09:29:15,1,thursday,9,normal,1440,6,A,base
81,2026-01-01 09:29:59,1,thursday,9,normal,1440,12,A,base
82,2026-01-01 09:30:57,1,thursday,9,normal,1440,9,C,base
83,2026-01-01 09:31:47,1,thursday,9,normal,1440,8,A,base
84,2026-01-01 09:32:16,1,thursday,9,normal,1440,5,A,base
85,2026-01-01 09:32:19,1,thursday,9,normal,1440,3,A,base
86,2026-01-01 09:32:44,1,thursday,9,normal,1440,6,B,base
87,2026-01-01 09:33:03,1,thursday,9,normal,1440,3,A,base
88,2026-01-01 09:33:33,1,thursday,9,normal,1440,5,A,base
89,2026-01-01 09:34:15,1,thursday,9,normal,1440,6,B,base
90,2026-01-01 09:35:51,1,thursday,9,normal,1440,5,C,base
91,2026-01-01 09:38:09,1,thursday,9,normal,1440,3,A,base
92,2026-01-01 09:38:19,1,thursday,9,normal,1440,4,C,base
93,2026-01-01 09:40:35,1,thursday,9,normal,1440,3,B,base
94,2026-01-01 09:40:39,1,thursday,9,normal,1440,1,A,base
95,2026-01-01 09:42:38,1,thursday,9,normal,1440,3,A,base
96,2026-01-01 09:43:51,1,thursday,9,normal,1440,2,B,base
97,2026-01-01 09:44:02,1,thursday,9,normal,1440,1,B,base
98,2026-01-01 09:44:26,1,thursday,9,normal,1440,3,C,base
99,2026-01-01 09:45:56,1,thursday,9,normal,1440,1,B,base
100,2026-01-01 09:46:52,1,thursday,9,normal,1440,3,A,base
101,2026-01-01 09:48:17,1,thursday,9,normal,1440,5,A,base
102,2026-01-01 09:51:47,1,thursday,9,normal,1440,6,A,base
103,2026-01-01 09:52:57,1,thursday,9,normal,1440,10,B,base
104,2026-01-01 09:53:03,1,thursday,9,normal,1440,2,A,base
105,2026-01-01 09:53:25,1,thursday,9,urgent,240,2,A,base
106,2026-01-01 09:53:27,1,thursday,9,normal,1440,2,A,base
107,2026-01-01 09:54:15,1,thursday,9,normal,1440,1,A,base
108,2026-01-01 09:54:35,1,thursday,9,normal,1440,5,B,base
109,2026-01-01 09:57:02,1,thursday,9,normal,1440,7,C,base
110,2026-01-01 09:57:08,1,thursday,9,normal,1440,5,B,base
111,2026-01-01 09:57:39,1,thursday,9,normal,1440,2,C,base
112,2026-01-01 09:58:06,1,thursday,9,normal,1440,4,A,base
113,2026-01-01 09:59:10,1,thursday,9,normal,1440,1,B,base
114,2026-01-01 09:59:18,1,thursday,9,normal,1440,3,B,base
115,2026-01-01 09:59:35,1,thursday,9,normal,1440,9,A,base
116,2026-01-01 10:00:39,1,thursday,10,urgent,240,3,A,base
117,2026-01-01 10:00:43,1,thursday,10,normal,1440,2,B,base
118,2026-01-01 10:00:44,1,thursday,10,normal,1440,3,C,base
119,2026-01-01 10:00:50,1,thursday,10,normal,1440,2,B,base
120,2026-01-01 10:01:07,1,thursday,10,normal,1440,6,A,base
121,2026-01-01 10:01:37,1,thursday,10,normal,1440,5,C,base
122,2026-01-01 10:01:44,1,thursday,10,urgent,240,3,A,base
123,2026-01-01 10:02:24,1,thursday,10,normal,1440,3,A,base
124,2026-01-01 10:02:34,1,thursday,10,normal,1440,1,A,base
125,2026-01-01 10:03:06,1,thursday,10,normal,1440,5,B,base
126,2026-01-01 10:04:30,1,thursday,10,normal,1440,3,A,base
127,2026-01-01 10:05:01,1,thursday,10,normal,1440,7,B,base
128,2026-01-01 10:05:16,1,thursday,10,normal,1440,5,B,base
129,2026-01-01 10:06:08,1,thursday,10,normal,1440,3,A,base
130,2026-01-01 10:06:20,1,thursday,10,normal,1440,1,A,base
131,2026-01-01 10:06:23,1,thursday,10,normal,1440,4,B,base
132,2026-01-01 10:06:43,1,thursday,10,urgent,240,1,B,base
133,2026-01-01 10:08:09,1,thursday,10,normal,1440,6,B,base
134,2026-01-01 10:09:01,1,thursday,10,normal,1440,3,B,base
135,2026-01-01 10:09:05,1,thursday,10,normal,1440,2,B,base
136,2026-01-01 10:09:09,1,thursday,10,urgent,240,3,B,base
137,2026-01-01 10:09:17,1,thursday,10,normal,1440,7,A,base
138,2026-01-01 10:09:31,1,thursday,10,normal,1440,4,A,base
139,2026-01-01 10:11:26,1,thursday,10,normal,1440,2,C,base
140,2026-01-01 10:11:53,1,thursday,10,normal,1440,2,A,base
141,2026-01-01 10:12:30,1,thursday,10,normal,1440,2,A,base
142,2026-01-01 10:13:04,1,thursday,10,normal,1440,1,C,base
143,2026-01-01 10:13:08,1,thursday,10,normal,1440,15,B,base
144,2026-01-01 10:13:15,1,thursday,10,normal,1440,5,A,base
145,2026-01-01 10:13:35,1,thursday,10,normal,1440,3,B,base
146,2026-01-01 10:14:00,1,thursday,10,normal,1440,2,A,base
147,2026-01-01 10:14:03,1,thursday,10,normal,1440,6,B,base
148,2026-01-01 10:14:11,1,thursday,10,normal,1440,5,A,base
149,2026-01-01 10:14:34,1,thursday,10,urgent,240,3,C,base
150,2026-01-01 10:15:45,1,thursday,10,normal,1440,2,C,base
151,2026-01-01 10:15:46,1,thursday,10,urgent,240,7,B,base
152,2026-01-01 10:16:15,1,thursday,10,normal,1440,1,A,base
153,2026-01-01 10:16:42,1,thursday,10,normal,1440,4,A,base
154,2026-01-01 10:17:20,1,thursday,10,urgent,240,4,B,base
155,2026-01-01 10:17:43,1,thursday,10,urgent,240,3,A,base
156,2026-01-01 10:18:38,1,thursday,10,normal,1440,2,A,base
157,2026-01-01 10:19:32,1,thursday,10,urgent,240,7,B,base
158,2026-01-01 10:19:40,1,thursday,10,normal,1440,7,A,base
159,2026-01-01 10:19:49,1,thursday,10,normal,1440,4,A,base
160,2026-01-01 10:19:55,1,thursday,10,normal,1440,2,B,base
161,2026-01-01 10:20:59,1,thursday,10,normal,1440,4,B,base
162,2026-01-01 10:21:56,1,thursday,10,normal,1440,2,C,base
163,2026-01-01 10:23:32,1,thursday,10,normal,1440,1,A,base
164,2026-01-01 10:23:49,1,thursday,10,normal,1440,2,A,base
165,2026-01-01 10:24:01,1,thursday,10,normal,1440,10,A,base
166,2026-01-01 10:24:19,1,thursday,10,normal,1440,1,C,base
167,2026-01-01 10:24:51,1,thursday,10,normal,1440,7,B,base
168,2026-01-01 10:25:07,1,thursday,10,urgent,240,7,B,base
169,2026-01-01 10:26:12,1,thursday,10,normal,1440,10,B,base
170,2026-01-01 10:27:23,1,thursday,10,normal,1440,5,C,base
171,2026-01-01 10:27:33,1,thursday,10,normal,1440,4,A,base
172,2026-01-01 10:27:43,1,thursday,10,urgent,240,9,B,base
173,2026-01-01 10:28:35,1,thursday,10,normal,1440,2,A,base
174,2026-01-01 10:28:47,1,thursday,10,urgent,240,3,A,base
175,2026-01-01 10:28:50,1,thursday,10,normal,1440,2,A,base
176,2026-01-01 10:28:59,1,thursday,10,normal,1440,2,C,base
177,2026-01-01 10:29:18,1,thursday,10,normal,1440,2,B,base
178,2026-01-01 10:29:19,1,thursday,10,normal,1440,5,A,base
179,2026-01-01 10:29:35,1,thursday,10,normal,1440,4,C,base
180,2026-01-01 10:29:52,1,thursday,10,normal,1440,4,B,base
181,2026-01-01 10:30:50,1,thursday,10,urgent,240,3,A,base
182,2026-01-01 10:31:07,1,thursday,10,normal,1440,5,B,base
183,2026-01-01 10:31:36,1,thursday,10,normal,1440,4,B,base
184,2026-01-01 10:33:45,1,thursday,10,normal,1440,4,A,base
185,2026-01-01 10:33:53,1,thursday,10,normal,1440,1,A,base
186,2026-01-01 10:34:03,1,thursday,10,normal,1440,4,B,base
187,2026-01-01 10:35:09,1,thursday,10,normal,1440,5,A,base
188,2026-01-01 10:35:41,1,thursday,10,normal,1440,7,A,base
189,2026-01-01 10:36:08,1,thursday,10,normal,1440,5,B,base
190,2026-01-01 10:36:52,1,thursday,10,urgent,240,4,A,base
191,2026-01-01 10:37:11,1,thursday,10,urgent,240,2,B,base
192,2026-01-01 10:37:58,1,thursday,10,urgent,240,1,C,base
193,2026-01-01 10:38:19,1,thursday,10,normal,1440,3,B,base
194,2026-01-01 10:40:07,1,thursday,10,normal,1440,9,B,base
195,2026-01-01 10:41:13,1,thursday,10,normal,1440,2,C,base
196,2026-01-01 10:41:17,1,thursday,10,normal,1440,5,A,base
197,2026-01-01 10:42:34,1,thursday,10,normal,1440,2,B,base
198,2026-01-01 10:42:39,1,thursday,10,normal,1440,1,A,base
199,2026-01-01 10:44:00,1,thursday,10,urgent,240,8,B,base
200,2026-01-01 10:44:00,1,thursday,10,normal,1440,5,B,base
201,2026-01-01 10:46:08,1,thursday,10,normal,1440,7,B,base
202,2026-01-01 10:46:45,1,thursday,10,normal,1440,4,B,base
203,2026-01-01 10:46:47,1,thursday,10,normal,1440,5,B,base
204,2026-01-01 10:48:35,1,thursday,10,normal,1440,4,B,base
205,2026-01-01 10:50:14,1,thursday,10,normal,1440,6,B,base
206,2026-01-01 10:50:50,1,thursday,10,normal,1440,2,C,base
207,2026-01-01 10:51:07,1,thursday,10,normal,1440,4,A,base
208,2026-01-01 10:51:30,1,thursday,10,urgent,240,2,B,base
209,2026-01-01 10:51:31,1,thursday,10,normal,1440,2,C,base
210,2026-01-01 10:51:37,1,thursday,10,urgent,240,5,C,base
211,2026-01-01 10:51:42,1,thursday,10,normal,1440,6,A,base
212,2026-01-01 10:51:48,1,thursday,10,urgent,240,3,C,base
213,2026-01-01 10:53:23,1,thursday,10,normal,1440,4,B,base
214,2026-01-01 10:53:36,1,thursday,10,normal,1440,2,A,base
215,2026-01-01 10:54:10,1,thursday,10,normal,1440,4,A,base
216,2026-01-01 10:54:25,1,thursday,10,normal,1440,4,A,base
217,2026-01-01 10:55:03,1,thursday,10,urgent,240,3,A,base
218,2026-01-01 10:55:10,1,thursday,10,normal,1440,4,B,base
219,2026-01-01 10:55:16,1,thursday,10,normal,1440,8,B,base
220,2026-01-01 10:55:33,1,thursday,10,normal,1440,2,A,base
221,2026-01-01 10:58:24,1,thursday,10,urgent,240,7,B,base
222,2026-01-01 10:58:59,1,thursday,10,normal,1440,2,C,base
223,2026-01-01 10:59:40,1,thursday,10,normal,1440,2,A,base
224,2026-01-01 10:59:55,1,thursday,10,urgent,240,6,B,base
225,2026-01-01 11:00:25,1,thursday,11,normal,1440,1,A,base
226,2026-01-01 11:00:50,1,thursday,11,urgent,240,5,B,base
227,2026-01-01 11:01:37,1,thursday,11,normal,1440,1,C,base
228,2026-01-01 11:01:37,1,thursday,11,normal,1440,8,A,base
229,2026-01-01 11:02:10,1,thursday,11,normal,1440,1,B,base
230,2026-01-01 11:02:43,1,thursday,11,normal,1440,2,A,base
231,2026-01-01 11:04:02,1,thursday,11,normal,1440,9,A,base
232,2026-01-01 11:05:18,1,thursday,11,normal,1440,3,A,base
233,2026-01-01 11:05:33,1,thursday,11,normal,1440,4,C,base
234,2026-01-01 11:05:52,1,thursday,11,normal,1440,3,B,base
235,2026-01-01 11:06:57,1,thursday,11,normal,1440,1,B,base
236,2026-01-01 11:07:53,1,thursday,11,normal,1440,5,A,base
237,2026-01-01 11:08:31,1,thursday,11,normal,1440,4,B,base
238,2026-01-01 11:09:06,1,thursday,11,normal,1440,5,A,base
239,2026-01-01 11:09:58,1,thursday,11,normal,1440,3,A,base
240,2026-01-01 11:10:15,1,thursday,11,normal,1440,2,B,base
241,2026-01-01 11:11:02,1,thursday,11,normal,1440,1,B,base
242,2026-01-01 11:11:12,1,thursday,11,normal,1440,4,B,base
243,2026-01-01 11:12:05,1,thursday,11,urgent,240,2,A,base
244,2026-01-01 11:12:24,1,thursday,11,normal,1440,2,A,base
245,2026-01-01 11:12:39,1,thursday,11,normal,1440,4,C,base
246,2026-01-01 11:14:14,1,thursday,11,normal,1440,5,A,base
247,2026-01-01 11:15:27,1,thursday,11,normal,1440,4,A,base
248,2026-01-01 11:18:23,1,thursday,11,normal,1440,9,B,base
249,2026-01-01 11:19:35,1,thursday,11,normal,1440,4,B,base
250,2026-01-01 11:19:43,1,thursday,11,normal,1440,5,C,base
251,2026-01-01 11:20:31,1,thursday,11,normal,1440,2,A,base
252,2026-01-01 11:20:36,1,thursday,11,normal,1440,9,A,base
253,2026-01-01 11:20:40,1,thursday,11,normal,1440,3,C,base
254,2026-01-01 11:20:50,1,thursday,11,normal,1440,4,B,base
255,2026-01-01 11:21:03,1,thursday,11,normal,1440,2,B,base
256,2026-01-01 11:21:11,1,thursday,11,normal,1440,2,A,base
257,2026-01-01 11:21:24,1,thursday,11,normal,1440,10,A,base
258,2026-01-01 11:22:09,1,thursday,11,urgent,240,5,A,base
259,2026-01-01 11:22:17,1,thursday,11,normal,1440,1,C,base
260,2026-01-01 11:22:56,1,thursday,11,normal,1440,2,A,base
261,2026-01-01 11:23:07,1,thursday,11,normal,1440,2,A,base
262,2026-01-01 11:23:12,1,thursday,11,normal,1440,4,C,base
263,2026-01-01 11:23:50,1,thursday,11,normal,1440,5,A,base
264,2026-01-01 11:23:51,1,thursday,11,normal,1440,2,B,base
265,2026-01-01 11:24:18,1,thursday,11,normal,1440,4,B,base
266,2026-01-01 11:24:22,1,thursday,11,urgent,240,8,A,base
267,2026-01-01 11:24:45,1,thursday,11,normal,1440,2,B,base
268,2026-01-01 11:25:28,1,thursday,11,normal,1440,3,C,base
269,2026-01-01 11:25:48,1,thursday,11,normal,1440,2,A,base
270,2026-01-01 11:26:21,1,thursday,11,normal,1440,4,A,base
271,2026-01-01 11:27:44,1,thursday,11,normal,1440,11,A,base
272,2026-01-01 11:28:28,1,thursday,11,urgent,240,5,A,base
273,2026-01-01 11:28:29,1,thursday,11,normal,1440,3,A,base
274,2026-01-01 11:28:46,1,thursday,11,normal,1440,4,C,base
275,2026-01-01 11:30:01,1,thursday,11,urgent,240,3,A,base
276,2026-01-01 11:30:13,1,thursday,11,normal,1440,3,B,base
277,2026-01-01 11:31:05,1,thursday,11,urgent,240,2,A,base
278,2026-01-01 11:31:45,1,thursday,11,normal,1440,3,A,base
279,2026-01-01 11:32:06,1,thursday,11,normal,1440,4,C,base
280,2026-01-01 11:34:06,1,thursday,11,normal,1440,4,A,base
281,2026-01-01 11:34:17,1,thursday,11,normal,1440,13,A,base
282,2026-01-01 11:34:44,1,thursday,11,normal,1440,2,B,base
283,2026-01-01 11:34:58,1,thursday,11,normal,1440,4,A,base
284,2026-01-01 11:36:24,1,thursday,11,normal,1440,3,A,base
285,2026-01-01 11:36:44,1,thursday,11,normal,1440,6,B,base
286,2026-01-01 11:37:06,1,thursday,11,urgent,240,3,A,base
287,2026-01-01 11:37:22,1,thursday,11,normal,1440,11,A,base
288,2026-01-01 11:38:08,1,thursday,11,normal,1440,2,A,base
289,2026-01-01 11:38:14,1,thursday,11,normal,1440,2,A,base
290,2026-01-01 11:39:28,1,thursday,11,urgent,240,2,B,base
291,2026-01-01 11:39:46,1,thursday,11,urgent,240,5,B,base
292,2026-01-01 11:40:07,1,thursday,11,normal,1440,6,A,base
293,2026-01-01 11:40:11,1,thursday,11,normal,1440,4,A,base
294,2026-01-01 11:41:15,1,thursday,11,normal,1440,2,B,base
295,2026-01-01 11:41:24,1,thursday,11,normal,1440,3,C,base
296,2026-01-01 11:43:15,1,thursday,11,normal,1440,4,A,base
297,2026-01-01 11:43:54,1,thursday,11,normal,1440,4,B,base
298,2026-01-01 11:44:06,1,thursday,11,normal,1440,10,A,base
299,2026-01-01 11:44:50,1,thursday,11,normal,1440,2,B,base
300,2026-01-01 11:44:52,1,thursday,11,normal,1440,1,A,base
301,2026-01-01 11:46:13,1,thursday,11,urgent,240,5,B,base
302,2026-01-01 11:46:20,1,thursday,11,normal,1440,2,C,base
303,2026-01-01 11:46:35,1,thursday,11,urgent,240,3,B,base
304,2026-01-01 11:46:59,1,thursday,11,normal,1440,2,B,base
305,2026-01-01 11:47:14,1,thursday,11,normal,1440,3,A,base
306,2026-01-01 11:47:18,1,thursday,11,normal,1440,7,A,base
307,2026-01-01 11:48:04,1,thursday,11,normal,1440,1,A,base
308,2026-01-01 11:51:08,1,thursday,11,normal,1440,3,C,base
309,2026-01-01 11:51:28,1,thursday,11,normal,1440,5,A,base
310,2026-01-01 11:51:56,1,thursday,11,normal,1440,3,A,base
311,2026-01-01 11:52:15,1,thursday,11,urgent,240,7,A,base
312,2026-01-01 11:52:53,1,thursday,11,normal,1440,3,A,base
313,2026-01-01 11:53:09,1,thursday,11,urgent,240,8,B,base
314,2026-01-01 11:53:16,1,thursday,11,urgent,240,3,A,base
315,2026-01-01 11:54:04,1,thursday,11,normal,1440,2,C,base
316,2026-01-01 11:54:57,1,thursday,11,normal,1440,3,A,base
317,2026-01-01 11:55:00,1,thursday,11,urgent,240,3,B,base
318,2026-01-01 11:55:27,1,thursday,11,urgent,240,10,B,base
319,2026-01-01 11:56:35,1,thursday,11,normal,1440,3,C,base
320,2026-01-01 11:56:36,1,thursday,11,normal,1440,3,B,base
321,2026-01-01 11:56:45,1,thursday,11,urgent,240,2,A,base
322,2026-01-01 11:57:10,1,thursday,11,normal,1440,11,B,base
323,2026-01-01 11:57:28,1,thursday,11,normal,1440,1,C,base
324,2026-01-01 11:58:32,1,thursday,11,normal,1440,2,A,base
325,2026-01-01 11:59:05,1,thursday,11,normal,1440,4,A,base
326,2026-01-01 11:59:31,1,thursday,11,normal,1440,2,B,base
327,2026-01-01 12:00:03,1,thursday,12,normal,1440,3,B,base
328,2026-01-01 12:00:38,1,thursday,12,normal,1440,6,A,base
329,2026-01-01 12:01:37,1,thursday,12,normal,1440,8,A,base
330,2026-01-01 12:02:33,1,thursday,12,urgent,240,7,B,base
331,2026-01-01 12:03:58,1,thursday,12,normal,1440,5,B,base
332,2026-01-01 12:04:55,1,thursday,12,normal,1440,4,B,base
333,2026-01-01 12:05:33,1,thursday,12,normal,1440,2,C,base
334,2026-01-01 12:07:23,1,thursday,12,normal,1440,9,B,base
335,2026-01-01 12:07:26,1,thursday,12,normal,1440,3,B,base
336,2026-01-01 12:07:38,1,thursday,12,normal,1440,4,C,base
337,2026-01-01 12:08:50,1,thursday,12,normal,1440,7,A,base
338,2026-01-01 12:08:52,1,thursday,12,urgent,240,3,B,base
339,2026-01-01 12:09:03,1,thursday,12,normal,1440,3,A,base
340,2026-01-01 12:09:09,1,thursday,12,normal,1440,1,A,base
341,2026-01-01 12:09:20,1,thursday,12,normal,1440,3,A,base
342,2026-01-01 12:09:26,1,thursday,12,normal,1440,2,A,base
343,2026-01-01 12:10:45,1,thursday,12,normal,1440,8,C,base
344,2026-01-01 12:11:31,1,thursday,12,normal,1440,2,B,base
345,2026-01-01 12:12:07,1,thursday,12,normal,1440,1,B,base
346,2026-01-01 12:14:09,1,thursday,12,normal,1440,4,A,base
347,2026-01-01 12:14:31,1,thursday,12,normal,1440,2,B,base
348,2026-01-01 12:14:55,1,thursday,12,normal,1440,8,A,base
349,2026-01-01 12:15:09,1,thursday,12,normal,1440,8,A,base
350,2026-01-01 12:16:03,1,thursday,12,normal,1440,2,A,base
351,2026-01-01 12:17:40,1,thursday,12,urgent,240,8,B,base
352,2026-01-01 12:19:19,1,thursday,12,normal,1440,3,B,base
353,2026-01-01 12:19:39,1,thursday,12,normal,1440,5,B,base
354,2026-01-01 12:19:49,1,thursday,12,normal,1440,5,A,base
355,2026-01-01 12:20:44,1,thursday,12,normal,1440,4,A,base
356,2026-01-01 12:21:17,1,thursday,12,urgent,240,4,B,base
357,2026-01-01 12:21:31,1,thursday,12,normal,1440,1,A,base
358,2026-01-01 12:22:23,1,thursday,12,urgent,240,7,A,base
359,2026-01-01 12:22:29,1,thursday,12,normal,1440,7,A,base
360,2026-01-01 12:23:49,1,thursday,12,normal,1440,2,A,base
361,2026-01-01 12:24:27,1,thursday,12,normal,1440,2,C,base
362,2026-01-01 12:26:24,1,thursday,12,normal,1440,3,A,base
363,2026-01-01 12:26:55,1,thursday,12,normal,1440,4,A,base
364,2026-01-01 12:27:38,1,thursday,12,urgent,240,2,A,base
365,2026-01-01 12:28:59,1,thursday,12,normal,1440,3,A,base
366,2026-01-01 12:29:45,1,thursday,12,normal,1440,7,A,base
367,2026-01-01 12:31:28,1,thursday,12,normal,1440,3,B,base
368,2026-01-01 12:31:37,1,thursday,12,normal,1440,4,B,base
369,2026-01-01 12:31:47,1,thursday,12,urgent,240,2,A,base
370,2026-01-01 12:32:12,1,thursday,12,normal,1440,5,B,base
371,2026-01-01 12:32:22,1,thursday,12,urgent,240,3,A,base
372,2026-01-01 12:33:27,1,thursday,12,normal,1440,6,C,base
373,2026-01-01 12:34:08,1,thursday,12,normal,1440,5,B,base
374,2026-01-01 12:36:43,1,thursday,12,normal,1440,7,A,base
375,2026-01-01 12:39:04,1,thursday,12,normal,1440,3,B,base
376,2026-01-01 12:42:11,1,thursday,12,urgent,240,3,A,base
377,2026-01-01 12:43:50,1,thursday,12,normal,1440,2,A,base
378,2026-01-01 12:44:49,1,thursday,12,urgent,240,2,C,base
379,2026-01-01 12:46:47,1,thursday,12,normal,1440,3,C,base
380,2026-01-01 12:49:12,1,thursday,12,normal,1440,1,B,base
381,2026-01-01 12:50:16,1,thursday,12,urgent,240,3,B,base
382,2026-01-01 12:51:59,1,thursday,12,normal,1440,2,C,base
383,2026-01-01 12:52:39,1,thursday,12,urgent,240,2,B,base
384,2026-01-01 12:52:47,1,thursday,12,normal,1440,1,A,base
385,2026-01-01 12:52:49,1,thursday,12,normal,1440,2,C,base
386,2026-01-01 12:53:20,1,thursday,12,normal,1440,4,B,base
387,2026-01-01 12:54:24,1,thursday,12,normal,1440,3,B,base
388,2026-01-01 12:55:55,1,thursday,12,normal,1440,6,A,base
389,2026-01-01 12:56:03,1,thursday,12,normal,1440,5,B,base
390,2026-01-01 12:57:00,1,thursday,12,normal,1440,4,A,base
391,2026-01-01 12:57:16,1,thursday,12,normal,1440,2,B,base
392,2026-01-01 12:57:47,1,thursday,12,normal,1440,9,B,base
393,2026-01-01 13:02:19,1,thursday,13,normal,1440,4,A,base
394,2026-01-01 13:04:25,1,thursday,13,normal,1440,2,A,base
395,2026-01-01 13:05:26,1,thursday,13,urgent,240,11,B,base
396,2026-01-01 13:08:08,1,thursday,13,normal,1440,4,B,base
397,2026-01-01 13:10:27,1,thursday,13,normal,1440,3,B,base
